"IN CD , DT NNP NNP NNP NNP IN NNP VBD CD NNS IN NN IN WDT JJ NN VBG NN VBZ TO VB VBN CC VBN .",1
DT JJ NN NNS TO VB NNP NNP POS NNP NN .,1
"DT NNS VBD TO VB WP PRP VBD IN DT RBR JJ NN IN NNP IN VBG DT NNS , JJ IN DT NNP NN NN .",1
) .,2
"NNP , IN IN PRP$ NNS , VBD VBN IN RBR JJ IN PDT DT JJ NNS IN DT NN .",1
CC RB NNP CC NNP VBP VBN RP DT NN RB .,1
"NNP VBD PRP `` DT NN , RB VBG NN , CC DT VBG CD RB RB .",1
NNP CD VBZ DT NN NN IN DT NNP NNP NNP ( NNP ) NN IN NNP .,1
"DT JJ NN IN DT NNP JJ NNS VBZ NN ( NN ) , DT NN TO VB IN NN , TO VB RB JJ CC NN NN ( NN ) .",1
"NNP FW FW NNP NNS ( IN NNP , NNP NNP FW FW NNP ) VBZ DT NN IN DT NN IN NNP FW NNP NNP NN , IN NNP , NNP .",1
DT NN VBZ VBN IN CD NNP IN DT NNP IN NNP CC NN IN DT JJ NN VBZ VBN PRP$ NN RB .,1
"NNP VBZ DT JJ NNS RB TO NNP NN , WRB NNP VBD NNP NNP , NNP POS JJ NN , TO IN PRP VBD RP DT NN IN PRP$ NN POS NN .",1
"DT JJ NNP VBN IN DT NNP , VBZ TO DT NNS IN PRP$ NNS DT JJR IN IN JJ NNS .",1
"NNP CD : DT NNP NNP ( , NNP ) NNP VBD DT NN VBZ VBN IN DT NNS IN DT NNP NNP NN , DT NNP NN POS NN VBZ JJ ( `` EX VBZ RB JJ NN IN CD NNS IN CD NN NN .",1
DT NNS TO VB CD JJ NNS IN NN CC VBN IN CD NNS IN NNS IN JJ NN IN NN NNS IN DT NN .,1
NNP VBD TO NNP NNP IN NN CD CC VBD NN IN DT JJ NN .,1
"VBG TO NNP , DT NN NN VBD IN DT NN VBD CD IN DT JJ NNS CC RB `` CD IN DT RBS JJ NNS PRP VBD RB VBN '' .",1
"DT NN POS NN VBD VBN IN NNP NNP , IN NNS VBN IN NNP NNP NNP .",1
DT NN IN NNP IN DT RB JJS JJ NN IN DT JJ NNP JJ NN .,1
RB VBN IN DT NNP NNP NN POS .,1
NNP CC NNP VBP CD NNP VBD NNS VBN IN DT NNP NNP .,1
NNP NNP NNP VBZ VBN NN IN DT NN .,1
NN : NNP VBP JJ NN IN VBN IN NNP NN NNS .,1
NNP NNP VBZ DT NN TO VB IN DT JJ NN NN VBN JJ CD .,1
"DT NNP VBD DT NN NNP NNP , IN DT JJ NN IN DT NN ( IN PRP VBD IN NNP ) .",1
"NNP NNP ) NNP NNP NNP ( CD , NN .",2
"DT NNP IN NNP VBZ VBN IN JJ `` NNS '' : DT NN IN DT NNP VBG TO DT NN JJ NNP IN NNP NN IN PRP$ NNS : `` IN NNS IN PRP$ NN '' , PRP VBD , `` PRP VBD NN IN NN , JJ NNS '' .",1
"`` DT NNS VBP IN NNS , NNS , CC NNS VBP RB RB VBN IN NNP .",1
"DT NNP NNP IN NNPS VBD DT NN IN DT NN , IN IN PRP$ NN IN NNS IN NNP POS NNP .",1
"IN DT JJ NN `` NNP '' DT JJ NN VBD DT NN , VBG PRP IN NN , NN NNS IN `` JJ '' CC `` WRB MD PRP VB VBN .",1
"NNP NN CC VBD DT JJ CD NNS IN NNP NN , NNP NNP , DT NNP CC DT NNP ( CD ) CC WP DT NNP NNP , DT NNP NNP NNP ( CD ) , DT IN WDT VBD VBN NN .",1
"IN IN CD , NNP RB VBZ IN DT JJ NN NN IN PRP$ NN NN NNP NNP NNP .",1
"IN IN PRP$ NN TO DT NNP , PRP VBP JJ NNS IN DT NNS .",1
"DT JJ NN NNS VBP JJ CC NNP RB VBZ RB , CC NNP VBZ IN DT NN CC VBZ PRP .",1
DT NN VBN IN DT NN IN DT NN VBD DT NNS VBP IN PRP .,1
"IN DT NN , DT JJ NNP IN NNP VBD PRP$ JJ NN NN TO DT NN IN DT RB VBN NNP IN NNP .",1
"NNP NNP , NNP CC JJ NNP IN NN .",1
"NNP CD : DT NNP NNP : NN PRP ( : PRP , NNP : PRP VBP ) DT NNP VBZ DT NN NN IN DT JJ NN IN NNP .",1
"CD NNP NNP : CD NN ( NNP CD ) CD NNP NNP : CD NN , CD NN , CD NN ( NNP NNP ) CD NNP NNP : CD NN , CD NN ( NNP CD ) CD NNP NNP : CD NN ( NNP CD ) CD NNP NNP : CD NN , CD NN ( NNP NNP ) CD NNP NNP : CD NNS ( NNP NNP ) CD NNP NNP : CD NN ( NNP CD ) CD NNP NNP NNP : CD NN ( NNP NNP ) CD NNP NNP NNP : CD NN ( NNP CD ) CD NNP NNP NNP ( NNP NNP ) CD NNP NNP NNP NNP ( NNP NNP ) CD NNP NNP NNP NNP ( NNP NNP ) CD NNP NNP NNP NNP ( NNP NNP ) CD NNP NNP NNP NNP ( NNP NNP ) CD NNP CD NNP CD ( NNP NNP ) CD NNP CD NNP NNP CD CD NNP CD , NNP CD ( NNP NNP ) CD NNP CD , NNP NNP CD ( NNP NNP ) CD NNP CD , NNP CD ( NNP NNP ) CD NNP CD , NNP CD ( NNP NNP ) CD NNP CD NNP CD ( NNP NNP ) CD NNP CD NNP NNP CD CD NNP CD NNP CD CD NNP CD NNP CD CD NNP CD NNP CD ( NNP NNP ) CD NNP CD NNP NNP CD CD NNP CD NNP CD ( NNP NNP ) CD NNP CD NNP CD ( NNP NNP ) CD NNP CD NNP CD ( NNP NNP ) CD NNP CD NNP NNP CD CD NNP CD NNP CD ( NNP NNP ) NNP CD NNP CD ( NNP NNP ) CD NNP CD NNP CD ( NNP NNP ) NNP CD NNP CD NNP CD NNP NNP CD CD NNP CD NNP CD ( NNP NNP ) CD NNP CD NNP CD CD NNP CD NNP CD ( NNP NNP ) CD NNP CD NNP NNP CD CD NNP CD NNP CD ( NNP NNP ) CD NNP CD NNP NNP CD CD , NNP NNP CD NNP CD ( NNP NNP ) CD , NNP CD NNP JJ CD ( NNP NNP ) DT NNP NNP NNP CD ( RB VBN IN NNP , CC DT NNP NNP ) VBZ DT NNP IN DT JJ NNP ( DT CD IN CD ) VBN IN NNP CD , CD .",1
DT NN IN NNS VBP RB TO VB VBN IN PRP$ JJ CC JJ JJ NN .,1
"IN NNP VBD IN NN VBD PRP ( PRP VBD PRP `` VBZ RB VB DT NN '' IN DT NN IN CD ) , IN PRP$ NN PRP$ NN VBD IN PRP VBD IN JJS DT JJ NN IN NN CC `` VBD PRP TO VB TO NNS IN PRP$ NNS '' .",1
"DT NNP NNP VBZ NNS IN VBG NNS IN NNP , RB RB , CC IN DT NNS CC NNS IN DT JJ NN CC NNS .",1
"IN VBG VBN TO DT NNP NNP IN DT CD JJ NN , PRP VBD VBN RP IN NNP NNP IN DT NNP IN CD .",1
DT NN IN JJ NNS CC JJ NNS VBD IN CD .,1
"EX VBD DT NN IN NNP NNP , WP VBD DT NNP NNS CC DT NNP NNP NNP NNP , CC WP VBD NN NN TO VB VBN TO DT NN , CC PRP VBD RB VBN , CC DT NN VBD DT NNP NNP .",1
NNP CD `` NNP NNP NNP '' .,1
CD NN ) TO DT NN IN DT NN NN .,1
"NNP NNP IN NNP , NNP .",1
PRP VBD NN NN IN DT NNP NNP NNP .,1
"NNP VBD DT NN POS JJ NN VBD `` DT NN IN DT NN '' CC DT NNS VBD VBG , CC IN `` DT NNP '' VBD JJ NNS CC VBD NNP CC NNP POS VBG NNS IN JJ NN .",1
"DT NN `` NNP NNP NNP '' , VBD DT JJS JJ NN IN DT .",1
PRP VBP DT JJ NN IN JJ NN CC DT NN IN NNS TO VB DT NN .,1
"CD JJR NNS VBD IN DT NN POS JJ NN , NNP , VBD VBN IN CD .",1
"NNP NNP JJ JJ NNS NNP NNP , CD , CD NNP CD CD NNP CD NNP NN VBZ NNP NNP , CD , IN NNP NNP IN NNP NNP , CD NNP CD CC IN NNP NNP IN NNP , CD NNP CD NNP NN NNS IN NN NNS NNP NNP , CD , IN NNP NNP NNP IN NNP , CD NNP CD CC IN NNP JJ NNP IN NNP , CD NNP CD JJS NN VBZ NNP NNP , NNP NNP , NNP NNP , NNP NNP CC NNP NNP , DT CD NNP NN NNP NNP , CD NN .",1
"NNP , NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP NNP , NNP NNP NNP CC NNP NNP , CC NNP NNP .",1
`` DT VBD : `` RB RB PRP VBP VBN TO NNS IN DT .,1
"DT JJ NN , WRB NN VBD JJ IN CD NN IN DT NN , CC JJ IN DT , VBD RB VBN IN CD , IN DT NN IN DT NNP NNP WDT VBD DT NNS IN NN IN JJ CC JJ NNS IN DT JJ NN IN NNP .",1
IN DT NN NNP VBD IN DT JJ NN TO VB JJ NNS TO VB DT NNP NN NN .,1
"NNP VBZ JJS VBN IN PRP$ NN NNS , CC PRP VBD NN IN DT NN .",1
DT NN IN NNP IN JJ NNS VBD DT JJ NN IN DT NN IN JJ NNS CC DT NN IN JJ NN IN DT NN .,1
"IN CD VBG NNP VBD VBN IN NNP NNS WP VBD DT NNS CC NNS , DT CD NNS VBD IN JJ IN .",1
NNP CD .,12
"RB , DT VBD DT NN IN JJ NN IN NNP : IN NN , PRP VBD ( IN IN DT NN `` NNP NNP '' ) IN DT NNP NNP NNP VBD RB IN PRP$ JJ NN NNP NNP NNP NNP IN CD .",1
"`` DT NN , RB , VBD IN JJ NNS , VBG DT VBN CD NNS IN DT NN CC DT JJ CD IN NNP .",1
"NNP NNP IN NNP VBD VBN TO VB DT NN , WDT VBD VBN IN CD NNP CD , CC NNP NNP NN VBD VBN IN NN .",1
DT NN VBD DT NNS IN DT NN NN CD NNS ( CD NN ) IN NN NNS .,1
"NNP NNP , NNP NNP NNP NNP NNP .",1
RB DT VBZ JJ TO NNP .,1
VB DT NN NN NN IN `` NNP ( CD ) '' .,1
DT NN VBZ IN DT NN IN DT NNP .,1
DT JJ MD VB JJ IN JJ NN .,1
"RB CC RB , PRP$ NNS VBP RB JJ IN JJ IN DT JJ NNP NN .",1
"JJ JJ NNS VBD TO VB IN DT JJ NN , DT NNS IN DT IN WP NN VBP IN DT NNP NNP .",1
"DT JJ NN IN DT NNP NNP NNP VBP TO VB NN , TO VB NN CC NN , TO VB CC VB NNS , TO VB JJ NN , TO VB NN CC NN , TO VB NN TO NN CC TO VB NNS NN IN JJ NN CC NN .",1
"NN CD , DT JJ NN , VBD NN IN NNP CD , CD IN DT NNP NNP NNP NNP POS NNP NNP IN NNP NNP , NNP NNP .",1
CD NNS VBP NN IN DT NNP .,1
"DT NNP NNP NNP ( NN ) WDT VBZ IN DT NN NNP NNP NNP VBZ RB VBN IN CD NNP `` NNP NN '' NNP NNP NNP IN DT JJ NN , WDT VBZ VBN NNP ( ) IN DT NN TO NNP NNP .",1
"IN NNP POS NNP , DT JJ NN IN DT NN , NNP CD VBZ RB IN NNP CD NNS RB ( CC RB NNS RB ) .",1
"IN PRP$ NN NN EX VBP JJR JJ NNS , JJ IN `` IN DT NNP NNP '' CC `` DT JJ NNP IN DT NNP '' IN NNP CC DT JJ NN `` NN IN DT NNP '' IN NNP NNP .",1
EX VBP JJ NNS IN NNS IN NN IN DT NN DT IN JJ NN .,1
"NNP POS JJ NN , DT NNP VBD RB VBN DT NN NNP IN DT NN .",1
"PRP VBZ VBN IN JJ NNP , NNP NNP NNP CC NNP .",1
"DT NN NNS IN DT JJ NNS IN CD JJ NN NNS : IN CD , NNP NNP VBD VBG DT NN IN DT NNP NN NN , RBS RB IN NNP NNP , TO DT JJ NN .",1
"NNP NNP NNP , RB VBN IN NNP NNP NNP RB `` JJ NN : NN VBD NNP '' ( , NNP NNP ) , VBZ DT CD TO CD NNP VBD NNS VBN IN NNP NNP CC VBN IN NNP NNP ( NNP CD ) IN JJ NN IN NNP NNP .",1
"NNP NNP NNP , DT JJ NN NN NN VBG DT NN CC NN NNS .",1
"JJS VBP JJ CC NNS VBP RB VBN IN NN VBZ RB JJ , JJ IN NNS TO JJ .",1
DT NN VBZ CD JJ JJ NNS ( NN .,1
"NNP VBD TO VB NNS IN NNP VBD JJ NNS RB VBN TO VB NN , RB JJ CC JJ NNS VBN IN NNS , JJ TO VB NNP NNS CC JJ NN NNS IN JJ NN , IN IN DT JJ NN JJ TO VB NN NN CC NNS .",1
NNP POS NNP .,1
"DT NNP IN NNP `` NNP NNP IN DT NNP NNP '' , VBN IN DT NNP NNP , VBZ JJ NNS CC NNS JJ NN IN DT JJ NN IN DT JJ NN IN JJ NN .",1
"JJS JJ NNS VBP JJ IN NNS IN NNS WDT VBP DT NN , DT JJ NN IN DT NN : JJ NNS VBP JJ , NN NNS VBP , JJ NNS VBP JJ .",1
"PRP VBD DT JJ NN IN NNP NNP NNP NNP , VBG JJ NNS IN NN CC NN .",1
"DT NN VBD IN IN CD CC DT NN NNS , WDT VBZ `` .",1
"NNP NNP ( JJ : , JJ : , NNP NN ) VBZ DT NN ( NN ) IN NNP NNP , NNP , DT JJ NN VBZ DT NN IN NNP .",1
"PRP VBD IN DT NN IN DT RB VBN NN , WDT VBD VBN IN NNP NNP IN NNP .",1
DT NNP NNS IN NNP NNS IN DT CD VBD VBN IN NNS IN NNP NNP IN CD .,1
"NNP NNP NNP , NNP .",1
"VBN IN NNP , NNP .",1
"DT JJ NN NNP NNP VBD , VBG TO DT NN IN DT JJ NN .",1
IN DT NN NNP CD RB VBZ DT JJ NN .,1
"DT NN IN NNS VBN TO VB JJ NNS IN DT NN IN NNP , NNP , CC NNP , DT JJ NNS .",1
PRP$ VBD PRP$ JJ NN IN CD IN PRP$ NN NN IN DT JJ NN IN JJ NNS IN NNP NNP NNP .,1
NNS : NNP NNP NNP CC NNP .,1
"JJ NNS VBP VBN IN NN : RB , DT JJ NN VBZ VBP VB DT JJ NN IN NN VBZ WDT NN IN JJ NNS .",1
RB CD NN IN PRP$ NN VBZ NNS .,1
"NNP VBD IN NN IN DT NN IN CD CD NNP CD , WRB PRP CC CD NNP NN NNS VBD IN CD JJ NNS NNS IN DT NNP NN .",1
"IN CD , NNP VBD DT NN NN IN NNP NNP , `` DT NNP '' .",1
IN DT NN DT NN VBZ IN NNP .,1
"PRP$ NN VBN JJ NNS , NN NNS CC NNS IN JJ NNS JJ IN DT NN , JJ NN , CC NNP .",1
"NNP NNP VBD VBN JJ NN IN CD NNS , IN CD IN NNP NNP CC CD IN NNP NNP .",1
"RB , WRB JJ NNS IN DT NNS JJ CC JJ , DT JJ NNS IN NN , VBG TO DT NN IN JJ JJ JJ NN JJ , IN IN NN NN NN CD VBP IN DT NN IN VBG DT NN ( IN NN ) CC VBG NN '' JJ IN JJ JJ NN NN NNP JJ NNP JJ NNP JJ NNP NN NNP : NN JJ JJ NNP RB IN DT JJ NN NN ( JJ NNP NN ) ( NN RB DT NN VBZ VBN TO : ) .",1
`` DT NN IN DT CD NNP VBD RB TO NNP NNP .,1
"DT NN NN VBZ DT JJ NN NN IN DT JJ NNP PRP JJ NN , VBN IN JJ NNS ( NNP NN ) IN DT NNP POS NN IN DT NNP NNP NNP NNP .",1
JJ NN NNS CC JJ NN IN DT NNS VBP NN .,1
CD NNS .,3
"DT NNS NN CD NNS IN NNS VBN IN NNP : NN , NNS , CC NN NNS .",1
"RB , DT NN NNS ( CD ) CC ( CD ) VBP JJ .",1
JJ NN IN DT JJ NN MD VB DT NN IN JJ NN NN IN NN VBZ TO WP DT JJ NN MD VB .,1
DT NN VBZ DT NN IN DT NN IN NN CC NNS IN NN CC NN IN JJ CC JJ NNS .,1
"IN CD , PRP VBD JJS NNS IN DT NNS `` NNP '' CC `` NNP IN DT NNP IN NNP '' IN DT NN `` NNP IN NNP '' IN DT NNP , NNP VBP DT NNP NNP CC VBZ VBN VBN IN DT NN NN IN JJ JJ NNS JJ IN DT NNP NNP , NNP , DT NNP IN NNP , NNP NNP , DT NNP NNP , CC NNP NNP TO VB RB DT JJ .",1
"WRB NNP VBZ TO NN IN DT NN , NNP RB VBZ RP PRP$ NN IN DT NN IN DT NN POS NN .",1
DT VBN NNP NNP NNP NNP VBP DT NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CC NNP NNP IN DT JJ NN IN CD .,1
"CC JJ NNS VBP VBN PRP JJ TO VB NN IN NNS , IN NN TO VB JJ NNS , TO DT JJ NN .",1
"PRP VBD DT NNP NN IN NNP CD , CD CC VBD IN NN IN NNP CD , CD .",1
NNP NNS IN NNP NNP : NNP NNS IN NNP DT NNP IN NNPS IN NNP NNS TO DT NNS IN JJ JJ NN CC NN IN NNP IN CD TO DT JJ NN .,1
"NNP PRP VBD RB JJR VBN IN PRP$ NN , VBG PRP VBP IN NNP `` DT JJ NN , IN WDT PRP MD VB CD CC CD WDT VBP DT JJ NN '' CC RB VBG DT NN VBD `` DT JJ NNS , RB JJ '' .",1
"NNP ( RB VBN NNP , NNP : , NNP ) VBD DT JJS IN DT CD JJ NNS IN NNP , VBN IN DT NNP IN VBN TO PRP IN DT JJ NN IN PRP$ NN , IN NNP VBD NNP JJ RB .",1
PRP$ NN NN IN NNP NNP IN NNP NNP VBD RB VBN IN CD IN NNP NNP NNPS : PRP$ CD NN NNP IN NNP VBD VBN CC VBN CC VBN JJ NN .,1
"VBN IN CD IN NNP NN NNS WP VBD IN NNP NNP , NNP CC NNP TO NNP .",1
"NNP NN NN NNP , NNP IN NNP NNP NNP .",1
", NNP , NNP .",1
"RB IN DT JJ , PRP VBZ VBN IN NNP VBZ NNP .",1
NN NNP NNP NNP NNP NNP NNP IN NN .,1
`` DT JJ NN VBD IN NNP VBP NNS CC NNS VBP JJ IN NN IN NNP NNP NNS .,1
"RB , EX VBP DT NNS RB VBN IN NN , VBG : NN , NNP NNP NNP : NN CD ( NN ) IN DT NNP NNP NNP .",1
"DT VBZ DT NN TO DT NN NN , VBN IN DT NN , IN NNP VBZ DT JJ NN NN NN .",1
"NNP VBD RP DT NN VBD RB VB IN NNP POS NN CC VBD IN NNP NNP VBZ VBG , DT NN VBZ RB VB PRP .",1
"NNP NNP , DT JJ NN IN DT NN , VBD NNP IN DT NN , VBG NNP IN DT NN .",1
CD NN IN DT NN CD CC RB .,1
NNP NN RB VBZ DT NN IN DT NN IN NN NN .,1
DT VBZ VBZ JJ TO NNP .,1
"PRP VBD DT NN IN NN WDT VBD RB RB JJ , IN VBG DT NN NN VB DT NN IN `` NNP NNP , NNP POS NNP NNP '' NN IN JJ CC VBG DT NN NN .",1
`` DT NNP '' VBD VBN IN NNP NNP CC VBN IN NNP NNP .,1
"EX VBP VBN JJ NNS IN NNS IN NNS IN JJS JJ NNS , VBG CC RB JJ TO VB NNS CC VBG RP NNS .",1
"NNP VBD VBN IN DT JJ NNS , CC IN DT NN CC RB IN DT NN NN .",1
"NNP , NNP .",10
VB DT NN NNP NNP NNP NNP NNP NNP NNP NNP IN NNS IN NNP NNP NNP NN ( JJ NNP CD NNP CD ) VBZ DT JJ JJ NN .,1
"NNP VBD IN NNP CD , CD IN PRP$ NN IN NNP NNP , NNP IN DT JJ NN IN NN NN .",1
"PRP VBD IN DT JJ NN NN IN DT NNP NNP NNP IN CD CD , DT NNP NNP IN JJ DT IN NNP NNP , RB TO DT NNP NNP IN CD , CC VBD DT NNP NNP JJ NN NN IN JJ .",1
"IN VBG DT NN NN , NNP VBD PRP VBD TO VB NN JJ NNP NNP , IN PRP$ JJ NNS NN VBD VBN , CC RB PRP VBD PRP DT NN .",1
"RB RB , CD JJ NN NNP VBP VBN VBN IN NNS CC DT IN PRP VBP TO DT NN NN RB ( NNP TO NNP ) .",1
JJ NNS VBD DT NNP NNP NNP IN NNP POS NN IN JJ NN NNS VBN IN CD .,1
"RB RB , DT NN VBD VBN IN NNP ( DT NN IN NNP ) .",1
CD NN IN DT JJ NN .,1
"NNS IN NNP , WDT VBD CD .",1
"NNP , NN IN WP VBD TO VB NNP , CC NN IN DT NNP NNP NNP NNP NNP ( JJ CD ) , JJ NN NNP NNP ( JJ CD ) , NNP NN NNP NNP ( CD CD ) , NNP NN CC NNP NNP IN NNP NNP NNP .",1
"IN CD JJ VBD : '' NNP NNP POS NNP NN NN VBZ RB JJ IN RB POS , CC DT NNP NNP VBD RB , VBG PRP VBD '' .",1
DT NNP POS NNP ) .,1
DT JJ NNP NN JJ TO DT NNS IN JJ NNP VBZ VBN NN .,1
IN CD VBD VBN NNP NNP IN DT NNP NNP NNP NNP ( NNP ) CC DT NNP NNP CC NNP NNP NNS IN JJ NNS .,1
NNP NN WRB NNP .,1
"DT CD NN ( NNP ) NN VBZ : NN , NNP , CC NNP : NN DT NN IN JJ NN NNS ( `` DT NN NN '' ) IN NNP CC NNP .",1
"IN DT JJ NN IN PRP$ NN , NNP POS `` NNP NNP '' , NNP , VBD DT NN TO VB NN NN .",1
JJ CC JJ NNS IN NNS IN JJ NNP .,1
"NNP NNP NNP NNP NNP VBZ DT JJ NN IN NNP , NNP , CD NNS ( CD NN ) JJS IN NNP .",1
DT NN IN NNP NNP IN NNP NN IN DT NN IN DT JJ NN VBD TO VB VBN RB RBR TO DT NN IN MD RB VB .,1
"NNP NN NN MD RB VB VBN IN DT JJ NN , IN VBG NNS IN NN NN NNP NN : NN .",1
"JJ NNS VBP VBN TO VB DT JJ NN CC JJ NNS IN DT NN , VBG TO VB DT JJ NN IN NNPS IN NNP .",1
PRP VBZ RB VBN IN NNP VBZ VBN DT NN TO DT NNP NN .,1
DT NNP VBZ VBN `` NNP NNP NNP NNP TO NNP NNP '' ( ) IN PRP VBZ DT JJ NN IN NN NN IN VBG IN DT NNP NNP POS JJ NNP NN .,1
DT NN VBD DT JJ NN NN IN NNP WDT VBD VBN IN CD IN DT NN IN NNP CC NNP NNP .,1
"PRP VBZ VBN VBN IN JJ NN MD VB VBN IN DT JJ NN CC NN NN , IN VBZ VBN JJ IN JJ NNS IN NN NNS .",1
"NNP NNP CC NNP NNP VB PRP CC RB VB DT NN NN '' NN , RB NNP NNP VBZ DT CD NNP NNS CC NNS DT NN NN .",1
NNP NNP NNP CC NNP .,1
"IN NN TO NNP CD , PRP VBZ DT JJ NN NN NN CC CD NN , NNP , CC RB VBZ DT JJ NNS NNP CC NNP .",1
VBN NNS IN NNP .,1
DT JJ NN VBZ IN DT IN DT NNS WDT VBP NNS TO VB JJ NNS CC VBG NN MD VB VBN IN JJ NNS JJ IN NN NN CC DT RBR JJ NN .,1
"PRP$ NNS IN DT NN NN VBD PRP IN NN NN IN JJ JJ CC JJ NNS , VBG `` NNP NNP CC NNP .",1
DT NNS VBP VBN TO DT NN IN DT JJ NN .,1
"IN DT NN RB NNP VBD VBG IN NN NN : PRP VBD NNS IN NNP , NNP NNP CC NNP NNP .",1
"NNP ) , NNP NNP NNP ( DT NN NNP NNP ) CC NNP NNP ( NNP NNP POS NNP ) , NNP NNP NNP , NNP NNP NNP NNP ( NNP NNP ) , DT JJ JJ NNS IN DT NNP NNPS ( DT NNP NNP ) , CC DT JJ NNS WP VBD DT JJ JJ NNS WDT VBD IN DT CD CC CD ( DT NNP ) .",1
"RB , DT NNPS VBD RB VB DT NNP POS NN .",1
"NNP NNP , DT NN NN VBZ IN NN IN DT JJ NN .",1
NNS IN DT NNP NN NNP DT NNP NNP NNP DT ( JJ CD NNP CD ) VBZ DT JJ NN IN DT NNP NNP NNP .,1
CD NN NNS ( NNS ) VBP VBN VBN ( CD IN NNP CC CD IN DT JJ NNP ) .,1
"DT NNP VBZ DT JJ NN NN NN WDT VBZ DT JJ NN IN NN NNS , NN NNS , CC NN NNS : VBZ JJ CC JJ JJ CC JJ NN NNS : CC NNS VBP NN NNS .",1
PRP VBD VBN IN CD CC VBZ RB VBG IN VBG DT NN IN JJ NN IN JJ NNS .,1
"PRP VBD CD NNS IN CD NNS , CC VBD TO VB RB IN NNS .",1
"NNP NN DT NNS IN DT NNS , IN DT NN IN NNP NNP .",1
"DT NN MD , IN NN , JJ NNS IN DT JJ NN IN RB VBG PRP$ NN .",1
RB DT NN VBD DT JJ NN TO NNS WP VBD RB NNS IN DT NNP .,1
"( NNP , CD ) NNP NNP ( NNP , CD ) NNP NNP NNP ( NNP , CD ) NNP NNP IN NNP NNP ( NNP , CD ) NNP , NNP NNP NNP ( NNP , CD ) NNP .",1
NNP POS NNP MD RB VB '' .,1
PRP VBD VBN TO DT NNP NNP IN NNP CD IN VBG VBN IN JJ NNP VBG NNS JJ IN NNP NNP CC NNP NNP JJ TO NNS IN DT NN IN PRP$ NN NN .,1
"JJ NN IN NN VBZ RB VBN VBN IN RB JJ , IN DT JJ NN IN CD NN IN DT NN IN NNPS NN JJ NN .",1
"RB , NNP VBZ DT JJ RP RB IN PRP MD VB PRP$ NN POS JJ NN NN NN .",1
NNP TO VB DT NNP NNP IN JJ IN DT NNP NNS .,1
NNS VBD DT JJ NN IN $ CD IN $ CD IN NNS .,2
`` JJ NN '' ) VBZ CD IN DT NN IN JJ NNP NNP .,1
"DT NN DT NNP VBD NNP NNP NNP , WRB NNP VBD DT JJ NN TO VB DT NNP NNP NNP NNP NNP NNP CC DT JJ NN RB IN CD TO VB PRP .",1
JJ NNS RB VBP PRP .,1
"RB , IN DT NN IN DT JJ NN , DT NNP VBD RP DT NN IN DT NN TO DT NNP IN NNP WP VBP TO VB DT NN .",1
"PRP VBZ IN DT NN WDT NN NNS VBD VBN IN DT CD , VBG TO DT NN IN NNS IN NNP , RB JJ NNS .",1
"DT NN IN DT NNP IN NNP , NNP CC NNP VBD VBN IN NN IN DT NN IN DT JJ NNP WP VBP TO VB VBN CC VBN IN VBG PRP$ NN TO DT NN IN JJ NNS .",1
"DT JJ NN NN VBZ VBN IN DT NN IN NNS VBP TO VB CD NNS IN NN ( JJ , JJ , CC JJ ) , WDT MD VB JJ CC WP$ NN MD VB JJ .",1
"`` RB DT JJ , JJ CC RB NNP , IN VBN IN NNP , MD RB VB NNS .",1
"NNP JJS NN IN DT NNP NNP NNS NNP NNP , CD NNS , CD NNS , CD NNP CD , JJ NN .",3
"NN IN NNP POS NN VBZ NNP NNP , VBN IN NNP .",1
NNS VBP RB VBN IN JJ NN .,2
DT NN IN DT NNP NNP VBD JJ TO NNP NNP IN NNP .,1
"DT NNP NNP NNP ( NNP ) VBZ DT JJ NN NN IN DT NNP IN NNP NNP , WDT VBZ RB JJ IN NN NN CC NN NN IN NNP NNP .",1
"IN CD , NNP VBD DT JJ NN IN DT NNP NNP , DT NN : NN NNS CC NNS IN NN , JJ NN , NNS CC NN , IN DT NN NN IN DT NNP NNP .",1
( PRP MD VB VBN IN JJ NN VBZ RB JJ TO DT NNS VBP IN JJ NN NNS RBR TO DT JJ NN .,1
"DT NNP NNP NNP VBD DT NN IN NNP IN , IN DT NNP NNP , VBN IN DT NN IN JJ NN NNS .",1
NNP NNP VBZ DT JJ NN NN VBN IN NNS JJ NNP NNP ( NNP NNP ) .,1
"RB CD NNS NNP JJ , CC JJ , NN IN DT NN , IN DT NNP NNP VBD NNP NNP VBD VBN IN NNP CD RB IN NNP NNP .",1
"NNP , VBN IN DT NNP IN DT JJ NN CC DT JJ NN VBZ DT NNP NNP .",1
"NNP NNP NN IN DT NNP NNP NNS NNP NNP , CD NNS CD NNS , CD NNP CD , JJ NN .",1
DT NNP VBZ NN IN NNP NNP NNP FW NNP ( NNP NNP ) WDT VBZ PRP NN IN DT NNP IN NNP .,1
"CD NN ) , IN WDT DT NN NN VBD DT NNP NNP NN IN DT NN TO VB IN DT NNP NN , WDT VBD DT NN IN DT CD .",1
DT NN VBD IN DT NN IN CD .,1
"NNP NNP NNP NNS IN DT NN , NNS , NNS , NNS , NNS CC NNS IN NN NNS .",1
RB NNP VBZ IN DT NNP .,1
"NNP NNP CC NNP NNP ) NNP NN NNP ( JJ : CD , NN .",1
